"source","dest","loc","bytes","sha256","reason","action"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B22_06_Buckwheat_FloweringTerminationCue_CC-BY-SA-4.0_VBoldychev.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B22_06_Buckwheat_FloweringTerminationCue_CC-BY-SA-4.0_VBoldychev.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","810789","AEA2EA1EB50D399187AFAD6D9993B1080B509B2AFFF11890AF41F28E057E3B81","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_14_Garlic_Curing_HungBundle_Found_CC-BY-2_JenniferDickert.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_14_Garlic_Curing_HungBundle_Found_CC-BY-2_JenniferDickert.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","518401","1E5EDC16B80F1DA6261512C9DFC00CC65E0538F7E0BA0281593A90EE9F29769B","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_15_Onion_Harvest_DryTops_Curing_Found_CC-BY-SA-2_Eunice.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_15_Onion_Harvest_DryTops_Curing_Found_CC-BY-SA-2_Eunice.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1534490","2B8B81848D31C801E69FC7FDCE0F1A28C7822CBBB66902F9F0E5BB020D847A39","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_16_Dill_DriedSeedUmbel_Found_CC-BY-SA_Mnolf.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B23_16_Dill_DriedSeedUmbel_Found_CC-BY-SA_Mnolf.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","297349","E0ABD04DBE6690870636481890F28B93A52CC6F6B4667DD0FF9561728761E2AB","duplicate of another archived file","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_01_BacterialWilt_Tomato_StemVascularBrowning_PD-US_Clemson-USDA.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_01_BacterialWilt_Tomato_StemVascularBrowning_PD-US_Clemson-USDA.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","5158673","B022CADE90BE9322C6E2AD625C84DB28A035E8E8806EE34C310B98CB247C38A9","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_02_BacterialWilt_Tomato_Ralstonia_FieldWilt_CC0_ScotNelson.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_02_BacterialWilt_Tomato_Ralstonia_FieldWilt_CC0_ScotNelson.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","521792","BDD1488072D6F66B76C6F289CD393D8B9F49463EFBED9C255BBF3F15A197FB94","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_03_Sclerotinia_WhiteMold_BeanStem_PD_Jymm.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_03_Sclerotinia_WhiteMold_BeanStem_PD_Jymm.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1048855","C7FB588EE9DF349ACD63C3F32CA26E5F4E1DA9137A08DC146F5B6CADA707F6FD","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_04_Sclerotinia_Sclerotia_Closeup_CC-BY-3_Kmcleveland.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_04_Sclerotinia_Sclerotia_Closeup_CC-BY-3_Kmcleveland.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1357688","2FD143F991A4EFDF884263FB22D36ABFC33F52131FFD9D5616BB00ABCDE3CEF2","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_05_SouthernBlight_PeanutCrown_MyceliumSclerotia_CC-BY-4_Thiessen-Woodward.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_05_SouthernBlight_PeanutCrown_MyceliumSclerotia_CC-BY-4_Thiessen-Woodward.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","181296","A500865045A7D753590FF4C9A268525B10ACF7221541FC2FD3E6866A94839DAC","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_06_SouthernBlight_CultureSclerotia_CC-BY-4_Thiessen-Woodward.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_06_SouthernBlight_CultureSclerotia_CC-BY-4_Thiessen-Woodward.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","203678","09D0CDA782AA53A959B8997D14A75E3F90BD197116223355B30B7C6AC058B855","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_07_RhizoctoniaRootRot_Corn_CC-BY-SA-3_Ninjatacoshell.png","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_07_RhizoctoniaRootRot_Corn_CC-BY-SA-3_Ninjatacoshell.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","2052994","419FCFD42657E6CDDB7D972B09116E0C8139FFACB2BA7B5B3BB0C6373B2FF1A5","duplicate of another archived file","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_08_DampingOff_Seedling_CC-BY-SA-3_INAKAvillage211.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_08_DampingOff_Seedling_CC-BY-SA-3_INAKAvillage211.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","99809","B3A73A73F172D2AA4359CB9D4CE068393FB4958AB598300A03D1D24C06176914","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_09_CucurbitBacterialWilt_Muskmelon_CC-BY-SA-3_Eeshie.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B24_09_CucurbitBacterialWilt_Muskmelon_CC-BY-SA-3_Eeshie.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","731101","6F5AC1E616F014B214E0FF4FF3BC8DCC62044A9902D9399B1EED4AE4A8BF78E2","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\D448-4_corn_gluten_meal_USDA_ARS.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\D448-4_corn_gluten_meal_USDA_ARS.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","329593","56C6848EA378B53B7E9AD4B9F65151BB2C2898B36604BEFB9CD834B42344FBC1","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\K5968-1_Pseudomonas_fluorescens_fermentor_USDA_ARS.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\K5968-1_Pseudomonas_fluorescens_fermentor_USDA_ARS.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","152331","BF042F52816FE030959FE2C4080C0740E95E45D143553849CF7C3D4162F1EEC7","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\README_image_metadata.csv","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\README_image_metadata.csv","LSE_FINAL_IMAGE_AND_SPLIT_FIX","2888","C24468CF483A70987E210089FBAF19AEB98E1EF55514EA4B0C782A5CA8F93000","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\README_image_metadata.txt","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\README_image_metadata.txt","LSE_FINAL_IMAGE_AND_SPLIT_FIX","2708","9B89FB53BA9C328858C527D2660C2C3FE3BF692DA25F36D8D2C756A57A3C0779","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\UAF_mycorrhizae-mantle_diagram_reference_ONLY_rights_VERIFY.png","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\UAF_mycorrhizae-mantle_diagram_reference_ONLY_rights_VERIFY.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","399239","9FA89A209C2912EF7FD24D52DA6F80B1CC98CA207AFE01F54A378FB4C137A460","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\UAF_mycorrhizae-short-roots_reference_ONLY_rights_VERIFY.png","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\UAF_mycorrhizae-short-roots_reference_ONLY_rights_VERIFY.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","164066","A6FE77F1DBE1DA79AD12D44FD684850FF01DC2DF117EB39F321E85577FDD8117","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\contact_sheet.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\contact_sheet.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","329529","8271D1F283ACE191D06FBC515D685BB81F534AAF22BA1DAEA04ED0BFAF186D65","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\metadata.csv","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\metadata.csv","LSE_FINAL_IMAGE_AND_SPLIT_FIX","12651","D4D936B534E8EF3CDC017B93AFEC52F8F1ACA5FF8D9290E4494534427FBD9848","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\metadata.json","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\metadata.json","LSE_FINAL_IMAGE_AND_SPLIT_FIX","18881","939F50AD791CD7EB4A29C35F4BBB38A245E66F5BD5E3C9943613C8D3D2A20315","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\README.txt","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\B09_Final_ImageFolder\README.txt","LSE_FINAL_IMAGE_AND_SPLIT_FIX","425","3563C42552E69F39CCFAF952CA5F438C409EFD1B14E9070A15EAA01B910D5364","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\contact_sheet.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\contact_sheet.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","232061","E9AD6F4DE5CADFA5DC4EBC826728E0D6E64E5B38670B377B882C1F8638372C95","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\metadata.csv","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\metadata.csv","LSE_FINAL_IMAGE_AND_SPLIT_FIX","17983","428BEA8EB9F0123D11EFF9B3F46377DA84E320FD4A7FFB10140D4961B35C4E55","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\metadata.json","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\metadata.json","LSE_FINAL_IMAGE_AND_SPLIT_FIX","26946","F9CC774061B0D80F55E11E78EF759344D48B0E249C6D36693877D84EEA212F20","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\README.txt","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Backfill_Batches01-04_DiagnosticAtlas_Labeled_ImageFolder\README.txt","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1146","03343759258AC1F5FF826E9023844D9AA1831795D087A85DE661BA41FF3F931E","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch02_Selected_Downloads\README_attribution_and_use_notes.txt","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch02_Selected_Downloads\README_attribution_and_use_notes.txt","LSE_FINAL_IMAGE_AND_SPLIT_FIX","3741","1A56BDC746863372C6ED8F3AB2433CD61B4A05585B2EB61302C84613D33D7AAB","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch02_Selected_Downloads\UAF_HGA-00026_Mycorrhizae_in_the_Alaska_Landscape_reference_ONLY_rights_VERIFY.pdf","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch02_Selected_Downloads\UAF_HGA-00026_Mycorrhizae_in_the_Alaska_Landscape_reference_ONLY_rights_VERIFY.pdf","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1082806","5497F933AD1522855C61F0EB7119D4DCD83061F0250BED2CEADC044EB9E8FE6E","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\contact_sheet_labeled.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\contact_sheet_labeled.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","240845","A54D822778579E8AF8F226C3D59CB12AA7DBD51A09BC191EFD24446DB160EBD3","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\metadata.csv","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\metadata.csv","LSE_FINAL_IMAGE_AND_SPLIT_FIX","5784","A478F45BF973B038FD57926428FB8C365C1D5889BA59CA73617E493D8838DAF6","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\metadata.json","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\metadata.json","LSE_FINAL_IMAGE_AND_SPLIT_FIX","7706","8E364CAAF9B47B777130552022838045256F0B8A495F8CF6B3F58DAD69A1046B","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\README.txt","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch05_DiagnosticAtlas_ImageFolder\README.txt","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1667","68D4962773CD86E8085792AC932807EC8C7585A064D824F7F1DF13E8379E0BEC","unique, archive","copy"
"C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch07_CropProfiles_Tomato-Pepper-Eggplant-Tomatillo_Labeled_ImageFolder\contact_sheet.jpg","D:\LSE_ARCHIVE\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\LSE_Book2_Batch07_CropProfiles_Tomato-Pepper-Eggplant-Tomatillo_Labeled_ImageFolder\contact_sheet.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","241006","BC6444314F58C2AA1760FC8EB601FEF21B9949B76C24FA07536586150A5CE681","unique, archive","copy"
