"path","location","ext","bytes","mtime"
"C:\Users\dstor\Downloads\Employee1Daily.docx","Downloads",".docx","10461","2025-12-30T21:14:42Z"
"C:\Users\dstor\Downloads\Employee2Daily.docx","Downloads",".docx","10160","2025-12-30T21:14:45Z"
"C:\Users\dstor\Downloads\Employee3Daily.docx","Downloads",".docx","11081","2025-12-30T21:14:48Z"
"C:\Users\dstor\Downloads\Employee4Daily.docx","Downloads",".docx","10146","2025-12-30T21:14:51Z"
"C:\Users\dstor\Downloads\employees_ 2_20_2026 - 2_27_2026.csv","Downloads",".csv","375","2026-07-16T22:49:21Z"
"C:\Users\dstor\Downloads\employees_ 8_19_2026.csv","Downloads",".csv","385","2026-08-21T16:30:06Z"
"C:\Users\dstor\Downloads\ENGINES.md","Downloads",".md","13686","2026-08-04T04:41:25Z"
"C:\Users\dstor\Downloads\EStatement-2025-01-12-45074.pdf","Downloads",".pdf","405586","2025-03-14T17:31:14Z"
"C:\Users\dstor\Downloads\EStatement-2025-01-12-45108.pdf","Downloads",".pdf","405586","2025-03-14T17:31:48Z"
"C:\Users\dstor\Downloads\EStatement-2025-01-12-50070.pdf","Downloads",".pdf","405586","2025-03-14T18:54:30Z"
"C:\Users\dstor\Downloads\EStatement-2025-03-11-49927.pdf","Downloads",".pdf","422594","2025-03-14T18:52:07Z"
"C:\Users\dstor\Downloads\Evaluation_stocking.xlsx","Downloads",".xlsx","15762","2026-04-10T05:28:32Z"
"C:\Users\dstor\Downloads\Event participants Data Creating.ipynb","Downloads",".ipynb","6019","2026-08-03T02:57:43Z"
"C:\Users\dstor\Downloads\Exchange_Authorization_Form (1).xlsx","Downloads",".xlsx","6810","2026-04-10T06:57:49Z"
"C:\Users\dstor\Downloads\Exchange_Authorization_Form.xlsx","Downloads",".xlsx","6810","2026-04-10T06:57:49Z"
"C:\Users\dstor\Downloads\Exchange_Program_Overview.docx","Downloads",".docx","12034","2026-04-10T06:57:51Z"
"C:\Users\dstor\Downloads\expense_analysis_memo.pdf","Downloads",".pdf","53523","2026-07-26T01:06:19Z"
"C:\Users\dstor\Downloads\Facebook_background_checks_2024_v3.pdf","Downloads",".pdf","693799","2025-08-14T19:26:12Z"
"C:\Users\dstor\Downloads\failure_engine_catalog.md","Downloads",".md","25932","2026-07-18T18:02:38Z"
"C:\Users\dstor\Downloads\fc070a25-df89-421a-9f50-15ca50b8983a.pdf","Downloads",".pdf","178604","2026-03-17T17:59:09Z"
"C:\Users\dstor\Downloads\February 23.pdf","Downloads",".pdf","818210","2026-03-17T17:58:32Z"
"C:\Users\dstor\Downloads\FILE-PROBE-94.ps1","Downloads",".ps1","10238","2026-08-31T04:15:12Z"
"C:\Users\dstor\Downloads\File.md.docx","Downloads",".docx","56667","2026-07-26T02:31:41Z"
"C:\Users\dstor\Downloads\file1.docx","Downloads",".docx","3487466","2026-07-28T00:24:10Z"
"C:\Users\dstor\Downloads\file2.docx","Downloads",".docx","29078","2026-07-28T00:34:34Z"
"C:\Users\dstor\Downloads\file3.docx","Downloads",".docx","1705514","2026-07-28T00:43:20Z"
"C:\Users\dstor\Downloads\file4.docx","Downloads",".docx","28393","2026-07-28T00:43:38Z"
"C:\Users\dstor\Downloads\file5.docx","Downloads",".docx","48205","2026-07-28T01:22:51Z"
"C:\Users\dstor\Downloads\file6.docx","Downloads",".docx","27411","2026-07-28T01:38:24Z"
"C:\Users\dstor\Downloads\file7.docx","Downloads",".docx","35369","2026-07-28T01:48:46Z"
"C:\Users\dstor\Downloads\file8.docx","Downloads",".docx","29237","2026-07-28T02:12:10Z"
"C:\Users\dstor\Downloads\Final Email Deliverable.docx","Downloads",".docx","15017","2026-04-10T06:36:17Z"
"C:\Users\dstor\Downloads\final_draft_revisions_ch20_21_22_24_25_26_27.md","Downloads",".md","116622","2026-05-17T06:24:05Z"
"C:\Users\dstor\Downloads\Financial_Report_20260317_130009.xlsx","Downloads",".xlsx","43383","2026-03-17T18:00:09Z"
"C:\Users\dstor\Downloads\Financial_Report_20260317_130223.xlsx","Downloads",".xlsx","22152","2026-03-17T18:02:23Z"
"C:\Users\dstor\Downloads\Financial_Report_20260317_131448.xlsx","Downloads",".xlsx","22011","2026-03-17T18:14:48Z"
"C:\Users\dstor\Downloads\Flatiron for TNH.pdf","Downloads",".pdf","127689","2026-03-22T21:28:55Z"
"C:\Users\dstor\Downloads\Flatiron School - AD PT Bootcamp Schedules.pdf","Downloads",".pdf","62975","2026-02-04T19:07:34Z"
"C:\Users\dstor\Downloads\flatiron_tutor_prompt_v3 (Repaired).docx","Downloads",".docx","21967","2026-04-27T20:40:17Z"
"C:\Users\dstor\Downloads\flatiron_tutor_prompt_v3.docx","Downloads",".docx","14707","2026-04-22T03:10:11Z"
"C:\Users\dstor\Downloads\Flowchart 1 Create Savings Goal.png","Downloads",".png","43520","2026-02-07T20:26:25Z"
"C:\Users\dstor\Downloads\Flowchart 2 Update Savings Progress.png","Downloads",".png","39148","2026-02-07T20:25:24Z"
"C:\Users\dstor\Downloads\Flowchart 3 Check Goal Status.png","Downloads",".png","41623","2026-02-07T20:33:50Z"
"C:\Users\dstor\Downloads\Flowchart 4 Send Notifications.png","Downloads",".png","65234","2026-02-07T20:48:19Z"
"C:\Users\dstor\Downloads\Flower room virtual graph.png","Downloads",".png","36716","2026-02-25T04:51:36Z"
"C:\Users\dstor\Downloads\Flowering Cycle 9 Weeks  (1).docx","Downloads",".docx","1665059","2026-02-05T03:20:50Z"
"C:\Users\dstor\Downloads\Flowering Cycle 9 Weeks  (2).docx","Downloads",".docx","1665059","2026-02-09T22:38:13Z"
"C:\Users\dstor\Downloads\Flowering Cycle 9 Weeks .docx","Downloads",".docx","1665059","2026-01-15T02:41:38Z"
"C:\Users\dstor\Downloads\Flowering Cycle 9 Weeks.docx","Downloads",".docx","1665045","2026-02-06T16:45:18Z"
"C:\Users\dstor\Downloads\FOR-G2-DETECTABILITY-FINDING.md","Downloads",".md","5369","2026-08-26T23:11:13Z"
"C:\Users\dstor\Downloads\FOR-G2-FINDINGS-CORRECTED.md","Downloads",".md","7942","2026-08-27T01:44:27Z"
"C:\Users\dstor\Downloads\Form-130-U.pdf","Downloads",".pdf","2892117","2026-07-13T21:42:49Z"
"C:\Users\dstor\Downloads\Form1095a_2024.pdf","Downloads",".pdf","220096","2025-03-10T16:01:00Z"
"C:\Users\dstor\Downloads\Form1095a_2025.pdf","Downloads",".pdf","324724","2026-04-24T03:49:16Z"
"C:\Users\dstor\Downloads\Fresh_Thread_Handoff.md","Downloads",".md","12530","2026-07-18T16:34:19Z"
"C:\Users\dstor\Downloads\Fresh_Thread_Handoff.md.docx","Downloads",".docx","40409","2026-07-28T20:28:57Z"
"C:\Users\dstor\Downloads\G2-BUILD-THREAD-BOOT.md","Downloads",".md","6852","2026-08-20T05:43:38Z"
"C:\Users\dstor\Downloads\G2-PROMPT-v4-AND-FORM.md","Downloads",".md","8788","2026-08-27T17:46:41Z"
"C:\Users\dstor\Downloads\G2-RUBRIC-25-FINAL.md","Downloads",".md","9813","2026-09-01T18:59:25Z"
"C:\Users\dstor\Downloads\G2-SUBMISSION-COMPLETE.md","Downloads",".md","9047","2026-08-27T17:46:59Z"
"C:\Users\dstor\Downloads\G7-KILL-AND-HANDOFF.md","Downloads",".md","20092","2026-08-31T22:28:07Z"
"C:\Users\dstor\Downloads\G7-V8-AUTOQC-REMEDIATION.md","Downloads",".md","7838","2026-08-26T23:25:15Z"
"C:\Users\dstor\Downloads\G7-v8-REVISED.md","Downloads",".md","9523","2026-08-26T23:25:29Z"
"C:\Users\dstor\Downloads\G7-V8-TRAJECTORY-ANNOTATION.md","Downloads",".md","8963","2026-08-26T23:25:04Z"
"C:\Users\dstor\Downloads\gate1_verify.py","Downloads",".py","8825","2026-07-28T18:41:23Z"
"C:\Users\dstor\Downloads\genai_lab_submission.md","Downloads",".md","20673","2026-05-21T02:24:29Z"
"C:\Users\dstor\Downloads\Genai_lab.ipynb","Downloads",".ipynb","388224","2026-05-21T02:41:47Z"
"C:\Users\dstor\Downloads\gmail_topic_activity_capture.md","Downloads",".md","18599","2026-08-21T18:31:55Z"
"C:\Users\dstor\Downloads\gnostic image of the heavens.jpg","Downloads",".jpg","299648","2026-05-25T03:05:33Z"
"C:\Users\dstor\Downloads\golden.py","Downloads",".py","52713","2026-08-09T21:25:42Z"
"C:\Users\dstor\Downloads\google_play_store_dataset.csv","Downloads",".csv","1360155","2026-05-21T03:19:53Z"
"C:\Users\dstor\Downloads\graph (1).png","Downloads",".png","25852","2026-02-25T05:01:01Z"
"C:\Users\dstor\Downloads\graph (2).png","Downloads",".png","24986","2026-02-25T20:17:25Z"
"C:\Users\dstor\Downloads\graph.png","Downloads",".png","29751","2026-02-06T06:32:30Z"
"C:\Users\dstor\Downloads\Gravon Shoes Exchange Program Overview.docx","Downloads",".docx","16596","2026-04-10T06:58:23Z"
"C:\Users\dstor\Downloads\H-SERIES-AUDIT-2026-08-27.md","Downloads",".md","52541","2026-08-27T07:22:47Z"
"C:\Users\dstor\Downloads\HANDOFF_BRIEF.md","Downloads",".md","7450","2026-05-31T17:15:51Z"
"C:\Users\dstor\Downloads\HANDOFF-BZ-SOURCE.md","Downloads",".md","10367","2026-08-12T00:14:18Z"
"C:\Users\dstor\Downloads\HANDOFF-NEXT-BUILD (1).md","Downloads",".md","7867","2026-08-11T23:15:02Z"
"C:\Users\dstor\Downloads\Hanging and debucking comprehensive breakdown.docx","Downloads",".docx","9458","2025-12-19T00:48:50Z"
"C:\Users\dstor\Downloads\Hanging and debucking comprehensive breakdown.pdf","Downloads",".pdf","57878","2026-02-06T03:06:09Z"
"C:\Users\dstor\Downloads\HealtheLife - Results.pdf","Downloads",".pdf","946756","2026-06-16T17:03:40Z"
"C:\Users\dstor\Downloads\Holiday Floorstand Budget Comparison v2 thinking.xlsx","Downloads",".xlsx","34776","2026-04-10T06:37:22Z"
"C:\Users\dstor\Downloads\ID_Theft_Reimbursement_Review_Deck.pptx","Downloads",".pptx","40213","2026-04-10T05:49:18Z"
"C:\Users\dstor\Downloads\image_manifest.csv","Downloads",".csv","61821","2026-05-31T17:32:08Z"
"C:\Users\dstor\Downloads\IMAGE_RIGHTS_CONTACTS.md","Downloads",".md","6430","2026-07-25T18:46:14Z"
"C:\Users\dstor\Downloads\image.png","Downloads",".png","666316","2026-07-29T17:40:58Z"
"C:\Users\dstor\Downloads\imagesourcinghandoffspec (1).md","Downloads",".md","13530","2026-07-28T01:15:29Z"
"C:\Users\dstor\Downloads\imagesourcinghandoffspec.md","Downloads",".md","12471","2026-07-27T22:52:37Z"
"C:\Users\dstor\Downloads\IMG_0536.jpeg","Downloads",".jpeg","3675491","2025-03-14T02:24:10Z"
"C:\Users\dstor\Downloads\Information_Handling_and_Messaging_Standard.pdf","Downloads",".pdf","7250","2026-08-04T06:02:54Z"
"C:\Users\dstor\Downloads\Intake.csv","Downloads",".csv","745","2026-07-16T14:22:47Z"
"C:\Users\dstor\Downloads\IRS repay plan.pdf","Downloads",".pdf","41224","2025-03-10T16:21:51Z"
"C:\Users\dstor\Downloads\January 22.pdf","Downloads",".pdf","810600","2026-03-17T17:58:28Z"
"C:\Users\dstor\Downloads\January bank statement.pdf","Downloads",".pdf","405586","2025-03-14T18:54:39Z"
"C:\Users\dstor\Downloads\KIRKIR BUDGET.xlsx","Downloads",".xlsx","16986","2026-03-17T17:09:30Z"
"C:\Users\dstor\Downloads\learning_roadmap_analyst_skills.md","Downloads",".md","9270","2026-06-20T17:23:35Z"
"C:\Users\dstor\Downloads\lewisville_prospect_list_fixed_tables.docx","Downloads",".docx","45479","2026-06-09T21:06:01Z"
"C:\Users\dstor\Downloads\LIVE-FACTS-UPDATES-2026-08-12 (1).md","Downloads",".md","5773","2026-08-14T23:43:16Z"
"C:\Users\dstor\Downloads\LIVE-FACTS-UPDATES-2026-08-12.md","Downloads",".md","5773","2026-08-12T03:08:03Z"
"C:\Users\dstor\Downloads\llm-stack-advisor-prompt.md","Downloads",".md","11140","2026-08-05T05:31:53Z"
"C:\Users\dstor\Downloads\main.py","Downloads",".py","667","2026-02-20T18:23:34Z"
"C:\Users\dstor\Downloads\Management_Reporting_and_Account_Grouping_Standard.pdf","Downloads",".pdf","4911","2026-08-05T02:18:03Z"
"C:\Users\dstor\Downloads\manifest_change_log.csv","Downloads",".csv","39783","2026-05-28T20:29:25Z"
"C:\Users\dstor\Downloads\Manus_AI_Research_Prompt_v2.docx","Downloads",".docx","18564","2026-03-10T04:08:01Z"
"C:\Users\dstor\Downloads\Manus_AI_Research_Prompt.docx","Downloads",".docx","13452","2026-03-10T04:00:32Z"
"C:\Users\dstor\Downloads\Manus_Revision_Standards_FINAL (1).docx","Downloads",".docx","40417","2026-05-17T05:31:33Z"
"C:\Users\dstor\Downloads\Manus_Revision_Standards_FINAL.docx","Downloads",".docx","40417","2026-05-15T13:25:46Z"
"C:\Users\dstor\Downloads\marketexposuretask_101e4d88extraction.md","Downloads",".md","23964","2026-08-21T18:32:51Z"
"C:\Users\dstor\Downloads\Master Blueprint 60 by 200.png","Downloads",".png","31043","2026-02-11T02:13:50Z"
"C:\Users\dstor\Downloads\Master Blueprint 60 x 200.png","Downloads",".png","52194","2026-02-25T04:25:11Z"
"C:\Users\dstor\Downloads\Master Blueprint.png","Downloads",".png","34805","2026-02-11T02:13:27Z"
"C:\Users\dstor\Downloads\Master_Track (1).mid","Downloads",".mid","25227","2026-04-13T23:57:27Z"
"C:\Users\dstor\Downloads\Master_Track.mid","Downloads",".mid","25227","2026-04-13T23:56:21Z"
"C:\Users\dstor\Downloads\Material List for Rosin Lab.docx","Downloads",".docx","20638","2026-02-06T05:41:22Z"
"C:\Users\dstor\Downloads\Materials for clones.docx","Downloads",".docx","15339","2026-02-06T05:15:44Z"
"C:\Users\dstor\Downloads\Materials Used for Veg and Bloom (1).docx","Downloads",".docx","1662654","2026-02-26T20:54:50Z"
"C:\Users\dstor\Downloads\Materials Used for Veg and Bloom.docx","Downloads",".docx","1664127","2026-02-12T21:40:14Z"
"C:\Users\dstor\Downloads\Materials Used for Veg_Bloom.docx","Downloads",".docx","8982","2025-12-31T20:44:51Z"
"C:\Users\dstor\Downloads\Math and explanation for changes.docx","Downloads",".docx","1660752","2026-02-06T15:49:03Z"
"C:\Users\dstor\Downloads\Math for Rosin Yield (1).docx","Downloads",".docx","15821","2026-02-06T18:13:44Z"
"C:\Users\dstor\Downloads\Math for Rosin Yield.docx","Downloads",".docx","15821","2026-01-05T07:57:33Z"
"C:\Users\dstor\Downloads\Math for Rosin Yields total by strain.docx","Downloads",".docx","16893","2026-02-06T18:13:45Z"
"C:\Users\dstor\Downloads\measurement-memo-customer-cash-collections.docx","Downloads",".docx","9278","2026-08-01T02:59:54Z"
"C:\Users\dstor\Downloads\measurement-memo-customer-cash-collections.pdf","Downloads",".pdf","22174","2026-08-01T23:54:06Z"
"C:\Users\dstor\Downloads\measurement-memo-customer-cash-retained (1).pdf","Downloads",".pdf","2538","2026-08-06T18:26:32Z"
"C:\Users\dstor\Downloads\measurement-memo-customer-cash-retained.pdf","Downloads",".pdf","2538","2026-08-04T02:57:30Z"
"C:\Users\dstor\Downloads\Mega task issues.docx","Downloads",".docx","1663272","2026-02-06T02:33:08Z"
"C:\Users\dstor\Downloads\Mercor Alternatives & Remote Positions Report","Downloads","","14087","2026-05-22T05:10:55Z"
"C:\Users\dstor\Downloads\Mercor Alternatives & Remote Positions Report.md","Downloads",".md","14382","2026-05-22T05:13:32Z"
"C:\Users\dstor\Downloads\mercor nda.pdf","Downloads",".pdf","172481","2026-08-03T04:25:03Z"
"C:\Users\dstor\Downloads\mercor_interview_question_bank.pdf","Downloads",".pdf","226840","2026-06-14T03:15:43Z"
"C:\Users\dstor\Downloads\mercor_question_bank_fillable (1).pdf","Downloads",".pdf","79309","2026-06-15T17:44:33Z"
"C:\Users\dstor\Downloads\mercor_question_bank_fillable (2).pdf","Downloads",".pdf","123699","2026-06-16T00:26:47Z"
"C:\Users\dstor\Downloads\mercor_question_bank_fillable.pdf","Downloads",".pdf","56464","2026-06-14T04:32:12Z"
"C:\Users\dstor\Downloads\merge_entries.py","Downloads",".py","9616","2026-06-03T06:02:09Z"
"C:\Users\dstor\Downloads\message_v4 (1).rpmsg","Downloads",".rpmsg","544427","2026-04-13T17:32:12Z"
"C:\Users\dstor\Downloads\message_v4.rpmsg","Downloads",".rpmsg","544427","2026-04-13T17:30:22Z"
"C:\Users\dstor\Downloads\METHOD-THREAD-BRIEF.md","Downloads",".md","4651","2026-08-19T00:13:26Z"
"C:\Users\dstor\Downloads\micro1_Glance_Sheet.docx","Downloads",".docx","11329","2026-08-03T21:36:27Z"
"C:\Users\dstor\Downloads\micro1_Interview_Prep.pdf","Downloads",".pdf","112993","2026-08-03T19:55:52Z"
"C:\Users\dstor\Downloads\micro1_Opens_and_Landings.pdf","Downloads",".pdf","4524","2026-08-03T21:34:56Z"
"C:\Users\dstor\Downloads\Microsoft.Services.Store.winmd","Downloads",".winmd","5120","2026-09-07T16:15:50Z"
"C:\Users\dstor\Downloads\mining-15-Calendar-Event-Category.md","Downloads",".md","16781","2026-08-21T18:31:08Z"
"C:\Users\dstor\Downloads\mining-17-Gmail-Topic-Activity.md","Downloads",".md","18599","2026-08-21T18:32:05Z"
"C:\Users\dstor\Downloads\mining05-trajectory.md","Downloads",".md","157100","2026-08-19T19:18:35Z"
"C:\Users\dstor\Downloads\mining16_catalogue_brand_analysis.md","Downloads",".md","41540","2026-08-21T18:32:28Z"
"C:\Users\dstor\Downloads\Module 2 Final Grade.pdf","Downloads",".pdf","124403","2026-03-23T17:40:16Z"
"C:\Users\dstor\Downloads\Module_1_Cloud_Big_Data_Ankii.csv","Downloads",".csv","8653","2026-05-14T23:51:37Z"
"C:\Users\dstor\Downloads\Module_1_Study_Guide.pdf","Downloads",".pdf","11649","2026-02-11T18:00:25Z"
"C:\Users\dstor\Downloads\Module_2_Study_Guide.pdf","Downloads",".pdf","11205","2026-02-11T18:00:26Z"
"C:\Users\dstor\Downloads\Module_3_Study_Guide.pdf","Downloads",".pdf","12614","2026-02-11T18:00:26Z"
"C:\Users\dstor\Downloads\Module6_Study_Guide.docx","Downloads",".docx","22261","2026-02-20T18:51:18Z"
"C:\Users\dstor\Downloads\Mom room virtual graph.png","Downloads",".png","29763","2026-02-25T04:43:34Z"
"C:\Users\dstor\Downloads\Monthly salary and packaging cost for rosin lab.docx","Downloads",".docx","16224","2026-02-27T18:29:45Z"
"C:\Users\dstor\Downloads\nda mercor project alchemy.pdf","Downloads",".pdf","259457","2026-08-03T04:20:30Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (1).pptx","Downloads",".pptx","148909","2026-04-04T18:34:36Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (2).pptx","Downloads",".pptx","148909","2026-04-07T04:07:29Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (3).pptx","Downloads",".pptx","148909","2026-04-07T05:08:53Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (4).pptx","Downloads",".pptx","148909","2026-04-07T06:15:17Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (5).pptx","Downloads",".pptx","148909","2026-04-07T07:50:28Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (6).pptx","Downloads",".pptx","148909","2026-04-07T08:11:15Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25 (7).pptx","Downloads",".pptx","148909","2026-04-07T08:20:41Z"
"C:\Users\dstor\Downloads\New Promotion Projection Form Revised 9.12.25.pptx","Downloads",".pptx","148909","2026-04-04T18:34:12Z"
"C:\Users\dstor\Downloads\NEW-WORLD-STARTUP (1).md","Downloads",".md","11046","2026-08-15T17:08:52Z"
"C:\Users\dstor\Downloads\NEW-WORLD-STARTUP.md","Downloads",".md","11046","2026-08-15T00:09:05Z"
"C:\Users\dstor\Downloads\NIST.SP.800-50r1.pdf","Downloads",".pdf","2519096","2026-07-24T14:30:57Z"
"C:\Users\dstor\Downloads\Ok i'm finished. What you got_.docx","Downloads",".docx","308793","2026-01-30T00:48:32Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry.html","Downloads",".html","158897","2025-03-14T02:23:54Z"
"C:\Users\dstor\Downloads\Olympic rings.png","Downloads",".png","4620","2026-05-21T00:10:05Z"
"C:\Users\dstor\Downloads\operating_manual_build_system.md","Downloads",".md","8542","2026-06-20T17:23:29Z"
"C:\Users\dstor\Downloads\operator-system-v1.md","Downloads",".md","12364","2026-05-26T20:58:27Z"
"C:\Users\dstor\Downloads\ops-log-README (1).md","Downloads",".md","5396","2026-08-05T07:25:13Z"
"C:\Users\dstor\Downloads\Pasted text (1).txt","Downloads",".txt","17519","2026-05-26T18:20:48Z"
"C:\Users\dstor\Downloads\Pasted text.txt","Downloads",".txt","6672","2026-05-17T05:31:33Z"
"C:\Users\dstor\Downloads\PATIENT INCIDENT 007.xlsx","Downloads",".xlsx","34560","2026-04-10T04:32:44Z"
"C:\Users\dstor\Downloads\permissionrequestemails.md","Downloads",".md","15510","2026-07-27T22:52:33Z"
"C:\Users\dstor\Downloads\placement_report.txt","Downloads",".txt","19341","2026-06-03T05:40:08Z"
"C:\Users\dstor\Downloads\Platform Signup Walkthrough — Step-by-Step.md","Downloads",".md","9668","2026-05-17T21:17:01Z"
"C:\Users\dstor\Downloads\plausibility_engine_seed.md","Downloads",".md","4198","2026-07-29T03:55:30Z"
"C:\Users\dstor\Downloads\Policy Reimbursement and Remediation Review-v2 (1).pptx","Downloads",".pptx","56585","2026-04-11T06:58:44Z"
"C:\Users\dstor\Downloads\Policy Reimbursement and Remediation Review-v2.pptx","Downloads",".pptx","56585","2026-04-10T05:40:12Z"
"C:\Users\dstor\Downloads\PORTFOLIO_PRODUCTION_PLAN.md","Downloads",".md","12058","2026-07-25T18:46:22Z"
"C:\Users\dstor\Downloads\portfolio_project_1_bottleneck_analysis.md","Downloads",".md","7664","2026-06-20T17:23:27Z"
"C:\Users\dstor\Downloads\PORTFOLIO-STEP0-THREAD-PROMPT.md","Downloads",".md","4052","2026-08-19T01:27:20Z"
"C:\Users\dstor\Downloads\PORTFOLIO-STEP0.md","Downloads",".md","15541","2026-08-19T19:50:35Z"
"C:\Users\dstor\Downloads\Portland Punch Document .docx","Downloads",".docx","3615889","2026-02-25T21:15:09Z"
"C:\Users\dstor\Downloads\Portland Punch Document.docx","Downloads",".docx","3615889","2026-01-02T05:12:41Z"
"C:\Users\dstor\Downloads\Private_Draft_Image_Placement_Plan (1).xlsx","Downloads",".xlsx","77178","2026-05-29T02:50:31Z"
"C:\Users\dstor\Downloads\Private_Draft_Image_Placement_Plan.xlsx","Downloads",".xlsx","77178","2026-05-29T02:32:50Z"
"C:\Users\dstor\Downloads\Private_Draft_Placement_Summary.csv","Downloads",".csv","951","2026-05-29T02:58:46Z"
"C:\Users\dstor\Downloads\Pro Line Stock Concentrate Mix - Bags (Imp).pdf","Downloads",".pdf","604849","2026-02-24T20:48:03Z"
"C:\Users\dstor\Downloads\PRO Westin_Verasa_Napa_Winery_Shortlist.docx","Downloads",".docx","285121","2026-04-10T08:04:50Z"
"C:\Users\dstor\Downloads\PROBE-69-TEMPLATE.md","Downloads",".md","5296","2026-08-27T00:45:57Z"
"C:\Users\dstor\Downloads\PROBE-85-AND-FENCE-FILING-PACKAGE.md","Downloads",".md","18906","2026-08-28T16:29:50Z"
"C:\Users\dstor\Downloads\PROBE-86-ADJUDICATION-AND-REFORMULATIONS.md","Downloads",".md","15997","2026-08-28T16:56:07Z"
"C:\Users\dstor\Downloads\probe-findings.md","Downloads",".md","9792","2026-08-02T07:29:42Z"
"C:\Users\dstor\Downloads\production_summary.csv","Downloads",".csv","1073","2026-05-28T20:29:36Z"
"C:\Users\dstor\Downloads\Profile_2_Expert_Networks_(GLG,_Guidepoint,_AlphaSights).pdf","Downloads",".pdf","67735","2026-05-17T21:41:53Z"
"C:\Users\dstor\Downloads\Profile.pdf","Downloads",".pdf","56295","2026-02-28T16:14:56Z"
"C:\Users\dstor\Downloads\Progressive Insurance Cards.pdf","Downloads",".pdf","46582","2026-06-10T17:57:39Z"
"C:\Users\dstor\Downloads\Project Alchemy _ Instruction Guide.txt","Downloads",".txt","117668","2026-07-17T14:52:13Z"
"C:\Users\dstor\Downloads\PROJECT_STATE (1).md","Downloads",".md","15481","2026-07-28T03:54:13Z"
"C:\Users\dstor\Downloads\PROJECT_STATE.md","Downloads",".md","15481","2026-07-28T02:41:27Z"
"C:\Users\dstor\Downloads\project-file-edits.md","Downloads",".md","7803","2026-08-04T03:18:43Z"
"C:\Users\dstor\Downloads\Promissory Note.docx","Downloads",".docx","17972","2025-06-06T19:38:42Z"
"C:\Users\dstor\Downloads\Promo_Projection_Form Claude.pptx","Downloads",".pptx","258647","2026-04-07T03:13:16Z"
"C:\Users\dstor\Downloads\Promo_Projection_Form.pptx","Downloads",".pptx","265923","2026-04-07T07:52:48Z"
"C:\Users\dstor\Downloads\Promotion Projection Form Template (1).xlsx","Downloads",".xlsx","12082","2026-04-07T06:39:28Z"
"C:\Users\dstor\Downloads\Promotion Projection Form Template Claude.xlsx","Downloads",".xlsx","9340","2026-04-07T03:16:38Z"
"C:\Users\dstor\Downloads\Promotion Projection Form Template.xlsx","Downloads",".xlsx","12082","2026-04-04T18:34:12Z"
"C:\Users\dstor\Downloads\PROMPT_1_claude_structural_cleanup.md","Downloads",".md","8765","2026-06-01T15:03:02Z"
"C:\Users\dstor\Downloads\PROMPT_2_chatgpt_editorial_rewrite.md","Downloads",".md","7686","2026-06-02T05:14:19Z"
"C:\Users\dstor\Downloads\PROMPT_3_claude_image_placement.md","Downloads",".md","5572","2026-06-02T05:14:20Z"
"C:\Users\dstor\Downloads\prompt-engineering-thread-generator.md","Downloads",".md","11289","2026-09-08T19:46:11Z"
"C:\Users\dstor\Downloads\PULL-03-TARGETS.md","Downloads",".md","7958","2026-08-21T07:47:56Z"
"C:\Users\dstor\Downloads\purchases.parquet","Downloads",".parquet","2901335","2026-07-26T03:13:26Z"
"C:\Users\dstor\Downloads\Q3_2025_Messaging_Data_Handling_Review.xlsx","Downloads",".xlsx","13692","2026-08-04T07:47:16Z"
"C:\Users\dstor\Downloads\R1-STEP1-RULE.md","Downloads",".md","15438","2026-08-19T19:54:27Z"
"C:\Users\dstor\Downloads\Randomized Contact List.csv","Downloads",".csv","529","2025-05-22T23:32:30Z"
"C:\Users\dstor\Downloads\Re_ Image reproduction permission — please route to HGIC staff (#0210644) 2026-07-28T15_52_30-05_00.eml","Downloads",".eml","10474","2026-09-19T01:35:51Z"
"C:\Users\dstor\Downloads\README_LEGAL.md","Downloads",".md","13340","2026-07-25T05:15:45Z"
"C:\Users\dstor\Downloads\README_Private_Draft_Image_Use.txt","Downloads",".txt","1214","2026-05-29T02:58:53Z"
"C:\Users\dstor\Downloads\receipt_compliance_prompt.md","Downloads",".md","4009","2026-07-18T18:39:00Z"
"C:\Users\dstor\Downloads\Receipt_Compliance_Review_2025.xlsx","Downloads",".xlsx","81305","2026-07-20T18:56:45Z"
"C:\Users\dstor\Downloads\RECONCILIATION-AUDIT-2026-08-16.md","Downloads",".md","22998","2026-08-17T03:27:24Z"
"C:\Users\dstor\Downloads\RECORD.md","Downloads",".md","6037","2026-07-28T19:02:46Z"
"C:\Users\dstor\Downloads\Recording-a-long-working-session-OBS-setup.md","Downloads",".md","6212","2026-09-08T16:43:39Z"
"C:\Users\dstor\Downloads\REFERENCE-AUDIT-01-PLAN.md","Downloads",".md","3641","2026-08-16T23:56:36Z"
