"target","target_rel","source","source_loc","dims","kb","sha256","candidates","distinct_hashes","review","refs","metadata"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_022_Irrigation_Systems_Comparison.png","assets\user_created_web\UCI_022_Irrigation_Systems_Comparison.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_022_Irrigation_Systems_Comparison.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2375","97C7AEADC7836B880BCF55F8198F5A99E0EDBE9F4E6D58CC6047FB8F627D76F8","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_009__LSE_FOUND_B26_WATER_DripIrrigation_WettingPattern_PeggyGreb_USDA-PD.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","427x640","226","2F13FD9BD51E7072009E5F9729192B748880A23E3BD1EFFCF7CE9E9CA2180E9D","2","2","REVIEW","2",""
"C:\Users\dstor\lse-repo\assets\B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg","assets\B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_080__LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","288x375","18","D2DE45A42D789AFB688F586E4BBE7813AB76EE53ABBEED8A757AC42B0D48EE7C","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg","assets\B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_081__LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","600x520","63","0204C82C411EC620E6C36A2642520056C4D256233A8B68A1C21C3CCD33A23D95","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.png","assets\user_created_web\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_018_Comparing_Irrigation_Systems_for_Home_Gardens.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2235","F7ECFA986EFDAE2FA33945BF2670E0230531E9648812DA4DEF158ABA7B98D197","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B30_Irrigation_Systems_Compared_Ch34.png","assets\lse_figures\LSE_B30_Irrigation_Systems_Compared_Ch34.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B30_Irrigation_Systems_Compared_Ch34.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2477","12EFF3A35B888111BB2219E87A99824D9B7E07B60F0474F1456115419B44F7AC","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C05_Irrigation_Maintenance_Checklist_Ch34_35_49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","1969","36789417D7B6310B18FA228EB6F45D22B2B9412559A937CC27E64C46729121E6","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_024_Rainwater_Harvesting_System_Home_Scale.png","assets\user_created_web\UCI_024_Rainwater_Harvesting_System_Home_Scale.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_024_Rainwater_Harvesting_System_Home_Scale.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2513","251F126FB1CAC652374C758160DB42D72E6D9DC3118F3F5D6BECD943795090E0","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg","assets\B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_074__LSE_FOUND_B29_PRACTICAL_HighTunnel_Vegetables_RollUpVentilation_KathleenMoore_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","450x600","62","C0652A29FC251AF4B2E3D659C976C08A6BBD31C2A96E23DF64FF00B4721B3D69","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_075__LSE_FOUND_B29_PRACTICAL_HerbsLettuce_ColdFrame_OpenLid_ChrisAlberti_CC-BY-2.0.jpg","assets\B30_075__LSE_FOUND_B29_PRACTICAL_HerbsLettuce_ColdFrame_OpenLid_ChrisAlberti_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_075__LSE_FOUND_B29_PRACTICAL_HerbsLettuce_ColdFrame_OpenLid_ChrisAlberti_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","400x600","39","AD8A398832855A428F04BE048DA39B53602E95F0FE7495F6E249C6E3B9990C93","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png","assets\lse_figures\LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_A17_Hoop_House_Season_Extension_Setup_Ch36.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","3084","E8F8B2FFD82BB47FB973D53853BF1A97C3495DE6526C40874A9BF23997725E3A","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E14_Hoop_House_Spring_Rain_vs_Summer_Heat_Ch36.png","assets\lse_figures\LSE_E14_Hoop_House_Spring_Rain_vs_Summer_Heat_Ch36.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E14_Hoop_House_Spring_Rain_vs_Summer_Heat_Ch36.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2454","C3492AC21D2A15AE705C0CFD44AEBD10BA55640818DFC864B209564B94365D6F","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E16_Light_Metrics_PPFD_DLI_Concept_Ch37.png","assets\lse_figures\LSE_E16_Light_Metrics_PPFD_DLI_Concept_Ch37.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E16_Light_Metrics_PPFD_DLI_Concept_Ch37.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1966","39A3B7A69A2B229DBE00B8B9BBCE162CCC1CC68A7D32A2061A5C93AAB8029E03","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png","assets\lse_figures\LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C02_Seed_Starting_Hardening_Off_Workflow_Ch49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2262","5E9EB885F4E59896A20C6979E23C9352F2E61D38DD62861E948CA1A362A1369C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png","assets\lse_figures\LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B32_Tool_Sanitation_Workflow_Ch38_49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1195x1316","2251","8DDB31D8C83947FF25C92EE7B831B8F265B4C8B7024ED3779A3FDC5C4D9C1160","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A20_Soil_Microscopy_Workflow_Ch44.png","assets\lse_figures\LSE_A20_Soil_Microscopy_Workflow_Ch44.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\lse_figures\LSE_A20_Soil_Microscopy_Workflow_Ch44.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2235","ABFBCC4E3D1655D2A6AF470271BD8330B14727654CDC9473529503DA5DA0B1DA","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_023_Soil_Test_Results_How_to_Read_Them.png","assets\user_created_web\UCI_023_Soil_Test_Results_How_to_Read_Them.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_023_Soil_Test_Results_How_to_Read_Them.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1658","0071640A540148E79F6DE9D35FF9E07ED57F5D768D9B5F0A7225ABE1774E7E26","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C12_Soil_Test_Report_Decoder_Ch45.png","assets\lse_figures\LSE_C12_Soil_Test_Report_Decoder_Ch45.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C12_Soil_Test_Report_Decoder_Ch45.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2117","1609CA897D700FA1D20092B3A052891C8FC87A18A203638F1B7B7EF5A9F6F14C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_008_Soil_Input_Categories_Overview.png","assets\user_created_web\UCI_008_Soil_Input_Categories_Overview.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_008_Soil_Input_Categories_Overview.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1448x1086","1906","02970BCF9C94023DC5EE1C6B3DC752EA83D1A938287FC1841BE7F6156248B8B7","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png","assets\lse_figures\LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_A09_Compost_Maturity_Contamination_Inspection_Ch13.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2555","B54B4CE5335E6962FA5420B1895AA205B8AA06980C1AC39FB92792A72C9B9A08","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\B30_007__LSE_FOUND_B26_COMPOST_Compost_MaturityContamination_TemperatureInspection_StephenAusmus_USDA-PD.jpg","assets\B30_007__LSE_FOUND_B26_COMPOST_Compost_MaturityContamination_TemperatureInspection_StephenAusmus_USDA-PD.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_007__LSE_FOUND_B26_COMPOST_Compost_MaturityContamination_TemperatureInspection_StephenAusmus_USDA-PD.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","427x640","94","242C4D074611A13C11D84685FB1354D1C37E4E8A54627562C088AABB3E420738","1","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png","assets\lse_figures\LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B17_Microbial_Inoculant_Viability_Root_Contact_Ch17.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1199x1312","2313","E49CF9EA37CB76E8539B6D37A7194C6F4E54BE763999DF00C4F0F6019B7D0F50","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png","assets\lse_figures\LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_A10_Brews_Teas_Ferments_Safety_Station_Ch19.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2511","172EC68D9F4B84BB63044982232E56F929A5A5CA1EBD8541DDC945C11F9043B9","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_031_Home_Brew_Feed_Quick_Reference_Card.png","assets\user_created_web\UCI_031_Home_Brew_Feed_Quick_Reference_Card.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_031_Home_Brew_Feed_Quick_Reference_Card.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","2171","A1C3083E0087202A084E72B53203032539352CA8229BEC80CDF7C28BEBB4EE8B","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png","assets\lse_figures\LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C06_AACT_Brewing_Safety_Workflow_Ch19_Ch49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","2460","3509535FE245F1A32B5997CD4B7EA063EFD4D6B94A226FAF576DA7A89CAF2F6D","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png","assets\lse_figures\LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B15_Lime_Gypsum_Sulfur_Decision_Tree_Ch14.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1199x1312","1756","09C0B132361883AF82BE824404C681412FE9E5794872A29820719A2C1D2BF521","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_004_Soil_Nutrient_Availability.png","assets\user_created_web\UCI_004_Soil_Nutrient_Availability.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_004_Soil_Nutrient_Availability.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","2571","BBDFB64B977E9B6DAFACD36CAE104BB0C69C6DA8052E04F9D87ACBA9BEE0999A","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B18_Raw_vs_Charged_Biochar_Ch18.png","assets\lse_figures\LSE_B18_Raw_vs_Charged_Biochar_Ch18.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B18_Raw_vs_Charged_Biochar_Ch18.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1197x1315","2630","109FA612434B527E341E00D3AFEF592DB3427290CD9EDABAC24C7F4044AA6846","2","1","","1",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png","assets\lse_figures\LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B24_Companion_Planting_Mechanism_vs_Folklore_Ch26.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1024x1536","2586","42551696DF4A6684328A767D646C734D16031C338A700FAE79FF6E45812F2D7C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E12_Trap_Crop_Decision_Nasturtium_Aphids_Ch26_Ch28_Ch39.png","assets\lse_figures\LSE_E12_Trap_Crop_Decision_Nasturtium_Aphids_Ch26_Ch28_Ch39.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E12_Trap_Crop_Decision_Nasturtium_Aphids_Ch26_Ch28_Ch39.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2300","595518026E6E31A10DB644EFA2AE3FE8AC98C1516602AE694A283402FA53F0A5","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_015_Three_Sisters_Guild.png","assets\user_created_web\UCI_015_Three_Sisters_Guild.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_015_Three_Sisters_Guild.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1254x1254","2387","248C3AC6261F1BAFFD90A61C80776E8DC4FA9575742B72206CBA874343A0BB34","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_016_Polyculture_Guild_Design.png","assets\user_created_web\UCI_016_Polyculture_Guild_Design.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_016_Polyculture_Guild_Design.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2632","8357FA3B8CD625730B3FE903079C19885468B76CB09606558A9D967F714DEE27","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png","assets\lse_figures\LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B25_Seven_Layer_Guild_Design_Texas_Peach_Ch27.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1149x1369","2683","B712FFF7524D1EB5F222E19AA169C0F74E9203FCEB6532C1F8F2C4540344328B","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A14_Insectary_Pollinator_Guild_Ch28.png","assets\lse_figures\LSE_A14_Insectary_Pollinator_Guild_Ch28.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_A14_Insectary_Pollinator_Guild_Ch28.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2989","54BC4C033F5D4AF97C26C42040A5EE9D017D5B998A513DDDE868B1C5BE3B5469","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E07_Living_Mulch_Insectary_Strip_Boundary_Ch28.png","assets\lse_figures\LSE_E07_Living_Mulch_Insectary_Strip_Boundary_Ch28.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E07_Living_Mulch_Insectary_Strip_Boundary_Ch28.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2808","D142ECA70A7E267C4EB49603A08114CED8ABEA2B305ABBBE7029137283B9484F","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png","assets\lse_figures\LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B26_Flower_Architecture_For_Beneficial_Insects_Ch28_40.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1198x1313","2406","815D258CA8E5E2DD48B8634B5F2B9EAFAD816421B82BC0F4639357621271B6EA","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E10_Pollinator_Safe_Spray_Timing_Ch28_39_41.png","assets\lse_figures\LSE_E10_Pollinator_Safe_Spray_Timing_Ch28_39_41.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E10_Pollinator_Safe_Spray_Timing_Ch28_39_41.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2023","DFF0FA6428FC299799E996BDDA765450D5A399CE5843B418C6850820F82A0EBA","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_013_Beneficial_Insectary_Bloom_Calendar.png","assets\user_created_web\UCI_013_Beneficial_Insectary_Bloom_Calendar.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_013_Beneficial_Insectary_Bloom_Calendar.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1738","B830075BAFA0BEC94A888A81AC4FAB53966C1E47EDC0C729350E67B2595F1952","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E11_North_Texas_Insectary_Bloom_Succession_Calendar_Ch28_40.png","assets\lse_figures\LSE_E11_North_Texas_Insectary_Bloom_Succession_Calendar_Ch28_40.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E11_North_Texas_Insectary_Bloom_Succession_Calendar_Ch28_40.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2156","820C7A9E02FBAD80275BDA5E51479DEE26ACABDF80E96235B504ED2107FC3C26","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_A15_Crop_Family_Rotation_Map_Ch29.png","assets\lse_figures\LSE_A15_Crop_Family_Rotation_Map_Ch29.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_A15_Crop_Family_Rotation_Map_Ch29.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1122x1402","2657","D40ADF529B894C95E4457F4254A49E2A05E9AA82D1A1580A06BE959E8BFA7BB5","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png","assets\lse_figures\LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B28_North_Texas_Bed_Pivot_Calendar_Ch25_Ch29_Ch30.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2876","87D69265DD914ED794030DE8324A8669B42B2908C2069CF25C05216943280A68","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png","assets\lse_figures\LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C08_Crop_Planning_Succession_Board_Ch29_49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2424","214635C00638F05C3B6E0845C2BC5E33538D1ED4DB57CC99A2E2FF1078A2D2D5","2","1","","2",""
